date,IT Dep.,CostElement,Country,Budget
14-04-2020,R1,Depreciation,Germany,"35,007"
20-05-2020,R1,Depreciation,Germany,"25,886"
09-06-2020,R1,Depreciation,Germany,"31,247"
04-07-2020,R1,Depreciation,Germany,"31,085"
10-08-2020,R1,Depreciation,Germany,"29,987"
01-09-2020,R1,Depreciation,Germany,"21,678"
28-10-2020,R1,Depreciation,Germany,"17,511"
09-11-2020,R1,Depreciation,Germany,"44,930"
02-12-2020,R1,Depreciation,Germany,"12,970"
08-01-2020,R1,Depreciation,Italy,"52,161"
10-02-2020,R1,Depreciation,Italy,"25,163"
16-03-2020,R1,Depreciation,Italy,"51,969"
22-04-2020,R1,Depreciation,Italy,"35,799"
06-05-2020,R1,Depreciation,Italy,"24,075"
10-06-2020,R1,Depreciation,Italy,"24,253"
20-07-2020,R1,Depreciation,Italy,"22,133"
08-08-2020,R1,Depreciation,Italy,"21,785"
08-09-2020,R1,Depreciation,Italy,"33,629"
20-10-2020,R1,Depreciation,Italy,"26,126"
08-11-2020,R1,Depreciation,Italy,"18,405"
23-12-2020,R1,Depreciation,Italy,"19,767"
21-01-2020,R1,Depreciation,Spain,26914
09-02-2020,R1,Depreciation,Spain,34757
19-03-2020,R1,Depreciation,Spain,4114
27-04-2020,R1,Depreciation,Spain,37719
23-05-2020,R1,Depreciation,Spain,5497
11-06-2020,R1,Depreciation,Spain,39144
28-07-2020,R1,Depreciation,Spain,30599
24-08-2020,R1,Depreciation,Spain,35399
03-09-2020,R1,Depreciation,Spain,13762
19-10-2020,R1,Depreciation,Spain,2849
13-11-2020,R1,Depreciation,Spain,31076
13-12-2020,R1,Depreciation,Spain,29500
14-01-2020,R1,Depreciation,United Kingdom,36771
01-02-2020,R1,Depreciation,United Kingdom,29896
13-03-2020,R1,Depreciation,United Kingdom,16489
28-04-2020,R1,Depreciation,United Kingdom,18689
26-05-2020,R1,Depreciation,United Kingdom,33198
27-06-2020,R1,Depreciation,United Kingdom,17431
08-07-2020,R1,Depreciation,United Kingdom,11248
23-08-2020,R1,Depreciation,United Kingdom,34615
04-09-2020,R1,Depreciation,United Kingdom,16251
01-10-2020,R1,Depreciation,United Kingdom,26625
14-11-2020,R1,Depreciation,United Kingdom,15729
05-12-2020,R1,Depreciation,United Kingdom,24351
17-01-2020,R1,External Labor,Belgium,"1,50,534"
10-02-2020,R1,External Labor,Belgium,"1,15,579"
21-03-2020,R1,External Labor,Belgium,"1,41,056"
14-04-2020,R1,External Labor,Belgium,"1,17,173"
13-05-2020,R1,External Labor,Belgium,"1,38,086"
25-06-2020,R1,External Labor,Belgium,"1,24,803"
22-07-2020,R1,External Labor,Belgium,"1,50,515"
07-08-2020,R1,External Labor,Belgium,"1,51,450"
05-09-2020,R1,External Labor,Belgium,"1,51,825"
18-10-2020,R1,External Labor,Belgium,"1,23,571"
12-11-2020,R1,External Labor,Belgium,"1,28,809"
13-12-2020,R1,External Labor,Belgium,"1,30,411"
21-01-2020,R1,External Labor,Canada,"41,145"
19-02-2020,R1,External Labor,Canada,"11,871"
06-03-2020,R1,External Labor,Canada,"21,955"
03-04-2020,R1,External Labor,Canada,"40,451"
20-05-2020,R1,External Labor,Canada,"22,990"
26-06-2020,R1,External Labor,Canada,"22,374"
12-07-2020,R1,External Labor,Canada,"12,787"
15-08-2020,R1,External Labor,Canada,"49,817"
08-09-2020,R1,External Labor,Canada,"30,188"
19-10-2020,R1,External Labor,Canada,"36,204"
19-11-2020,R1,External Labor,Canada,"50,485"
05-12-2020,R1,External Labor,Canada,"50,396"
17-01-2020,R1,External Labor,Italy,"36,103"
07-02-2020,R1,External Labor,Italy,"38,448"
10-03-2020,R1,External Labor,Italy,"22,800"
03-04-2020,R1,External Labor,Italy,"37,554"
05-05-2020,R1,External Labor,Italy,"28,492"
14-06-2020,R1,External Labor,Italy,"31,944"
02-07-2020,R1,External Labor,Italy,"36,291"
14-08-2020,R1,External Labor,Italy,"11,992"
14-09-2020,R1,External Labor,Italy,"25,529"
21-10-2020,R1,External Labor,Italy,"31,045"
01-11-2020,R1,External Labor,Italy,"26,097"
08-12-2020,R1,External Labor,Italy,"31,487"
23-01-2020,R1,External Labor,Spain,"41,563"
27-02-2020,R1,External Labor,Spain,"20,791"
12-03-2020,R1,External Labor,Spain,"32,129"
17-04-2020,R1,External Labor,Spain,"30,665"
13-05-2020,R1,External Labor,Spain,"38,989"
18-06-2020,R1,External Labor,Spain,"19,033"
13-07-2020,R1,External Labor,Spain,"33,309"
24-08-2020,R1,External Labor,Spain,"34,059"
28-09-2020,R1,External Labor,Spain,"39,921"
18-10-2020,R1,External Labor,Spain,"8,448"
21-11-2020,R1,External Labor,Spain,"34,137"
01-12-2020,R1,External Labor,Spain,"40,443"
11-01-2020,R1,Hardware,Canada,32809
14-02-2020,R1,Hardware,Canada,28875
13-03-2020,R1,Hardware,Canada,11731
19-04-2020,R1,Hardware,Canada,29045
24-05-2020,R1,Hardware,Canada,22861
28-06-2020,R1,Hardware,Canada,38060
27-07-2020,R1,Hardware,Canada,35377
23-08-2020,R1,Hardware,Canada,37965
19-09-2020,R1,Hardware,Canada,34778
03-10-2020,R1,Hardware,Canada,4609
12-11-2020,R1,Hardware,Canada,35119
03-12-2020,R1,Hardware,Canada,22410
16-01-2020,R1,Hardware Maintenance,Canada,"32,628"
11-02-2020,R1,Hardware Maintenance,Canada,"15,377"
09-03-2020,R1,Hardware Maintenance,Canada,"39,798"
02-04-2020,R1,Hardware Maintenance,Canada,"44,681"
18-05-2020,R1,Hardware Maintenance,Canada,"11,720"
25-06-2020,R1,Hardware Maintenance,Canada,"20,799"
21-07-2020,R1,Hardware Maintenance,Canada,"28,762"
24-08-2020,R1,Hardware Maintenance,Canada,"15,508"
27-09-2020,R1,Hardware Maintenance,Canada,"24,783"
10-10-2020,R1,Hardware Maintenance,Canada,"7,734"
15-11-2020,R1,Hardware Maintenance,Canada,"17,949"
09-12-2020,R1,Hardware Maintenance,Canada,"12,348"
07-01-2020,R1,Internal Labor,Austria,"33,834"
25-02-2020,R1,Internal Labor,Austria,"25,935"
28-03-2020,R1,Internal Labor,Austria,"23,981"
24-04-2020,R1,Internal Labor,Austria,"24,999"
02-05-2020,R1,Internal Labor,Austria,"38,231"
09-06-2020,R1,Internal Labor,Austria,"18,608"
20-07-2020,R1,Internal Labor,Austria,"10,462"
01-08-2020,R1,Internal Labor,Austria,"18,177"
20-09-2020,R1,Internal Labor,Austria,"33,305"
06-10-2020,R1,Internal Labor,Austria,"26,979"
07-11-2020,R1,Internal Labor,Austria,"19,278"
04-12-2020,R1,Internal Labor,Austria,"10,401"
26-01-2020,R1,Internal Labor,Belgium,"40,272"
19-02-2020,R1,Internal Labor,Belgium,"48,812"
26-03-2020,R1,Internal Labor,Belgium,"23,493"
11-04-2020,R1,Internal Labor,Belgium,"34,482"
04-05-2020,R1,Internal Labor,Belgium,"20,955"
21-06-2020,R1,Internal Labor,Belgium,"11,767"
08-07-2020,R1,Internal Labor,Belgium,"32,695"
02-08-2020,R1,Internal Labor,Belgium,"16,899"
26-09-2020,R1,Internal Labor,Belgium,"23,364"
24-10-2020,R1,Internal Labor,Belgium,"50,490"
13-11-2020,R1,Internal Labor,Belgium,"18,989"
13-12-2020,R1,Internal Labor,Belgium,"36,568"
04-01-2020,R1,Internal Labor,Canada,"36,713"
13-02-2020,R1,Internal Labor,Canada,"48,196"
07-03-2020,R1,Internal Labor,Canada,"33,117"
17-04-2020,R1,Internal Labor,Canada,"42,113"
08-05-2020,R1,Internal Labor,Canada,"24,647"
02-06-2020,R1,Internal Labor,Canada,"20,616"
04-07-2020,R1,Internal Labor,Canada,"41,168"
17-08-2020,R1,Internal Labor,Canada,"45,289"
02-09-2020,R1,Internal Labor,Canada,"39,605"
15-10-2020,R1,Internal Labor,Canada,"41,074"
21-11-2020,R1,Internal Labor,Canada,"37,561"
03-12-2020,R1,Internal Labor,Canada,"41,723"
28-01-2020,R1,Internal Labor,Germany,"29,364"
14-02-2020,R1,Internal Labor,Germany,"29,321"
10-03-2020,R1,Internal Labor,Germany,"31,023"
13-04-2020,R1,Internal Labor,Germany,"29,263"
10-05-2020,R1,Internal Labor,Germany,"24,395"
20-06-2020,R1,Internal Labor,Germany,"11,438"
04-07-2020,R1,Internal Labor,Germany,"4,691"
12-08-2020,R1,Internal Labor,Germany,"9,910"
10-09-2020,R1,Internal Labor,Germany,"35,492"
12-10-2020,R1,Internal Labor,Germany,"42,241"
19-11-2020,R1,Internal Labor,Germany,"27,677"
03-12-2020,R1,Internal Labor,Germany,"43,094"
17-01-2020,R1,Internal Labor,Italy,"34,028"
02-02-2020,R1,Internal Labor,Italy,"30,652"
28-03-2020,R1,Internal Labor,Italy,"13,666"
06-04-2020,R1,Internal Labor,Italy,"16,444"
16-05-2020,R1,Internal Labor,Italy,"30,772"
10-06-2020,R1,Internal Labor,Italy,"15,150"
10-07-2020,R1,Internal Labor,Italy,"9,533"
15-08-2020,R1,Internal Labor,Italy,"24,743"
07-09-2020,R1,Internal Labor,Italy,"35,463"
23-10-2020,R1,Internal Labor,Italy,"9,676"
27-11-2020,R1,Internal Labor,Italy,"16,805"
20-12-2020,R1,Internal Labor,Italy,"35,941"
27-01-2020,R1,Internal Labor,Spain,"13,010"
05-02-2020,R1,Internal Labor,Spain,"41,811"
24-03-2020,R1,Internal Labor,Spain,"28,513"
19-04-2020,R1,Internal Labor,Spain,"37,452"
26-05-2020,R1,Internal Labor,Spain,"15,281"
03-06-2020,R1,Internal Labor,Spain,"10,050"
11-07-2020,R1,Internal Labor,Spain,"12,219"
21-08-2020,R1,Internal Labor,Spain,"47,009"
01-09-2020,R1,Internal Labor,Spain,"16,987"
14-10-2020,R1,Internal Labor,Spain,"17,312"
03-11-2020,R1,Internal Labor,Spain,"47,089"
13-12-2020,R1,Internal Labor,Spain,"14,584"
11-01-2020,R1,Other,Belgium,35213
10-02-2020,R1,Other,Belgium,7656
14-03-2020,R1,Other,Belgium,7812
19-04-2020,R1,Other,Belgium,37181
09-05-2020,R1,Other,Belgium,334
16-06-2020,R1,Other,Belgium,10160
02-07-2020,R1,Other,Belgium,5464
15-08-2020,R1,Other,Belgium,39177
16-09-2020,R1,Other,Belgium,14828
27-10-2020,R1,Other,Belgium,30912
23-11-2020,R1,Other,Belgium,19396
12-12-2020,R1,Other,Belgium,12842
20-01-2020,R1,Other,Canada,35029
20-02-2020,R1,Other,Canada,26174
02-03-2020,R1,Other,Canada,39752
08-04-2020,R1,Other,Canada,17938
02-05-2020,R1,Other,Canada,21480
20-06-2020,R1,Other,Canada,18896
27-07-2020,R1,Other,Canada,38467
04-08-2020,R1,Other,Canada,32026
24-09-2020,R1,Other,Canada,8176
25-10-2020,R1,Other,Canada,19034
19-11-2020,R1,Other,Canada,16639
24-12-2020,R1,Other,Canada,31196
18-01-2020,R1,Recognition,Canada,22192
25-02-2020,R1,Recognition,Canada,9493
25-03-2020,R1,Recognition,Canada,19699
20-04-2020,R1,Recognition,Canada,1205
05-05-2020,R1,Recognition,Canada,20191
05-06-2020,R1,Recognition,Canada,20347
01-07-2020,R1,Recognition,Canada,10772
21-08-2020,R1,Recognition,Canada,13168
15-09-2020,R1,Recognition,Canada,4098
23-10-2020,R1,Recognition,Canada,28374
21-11-2020,R1,Recognition,Canada,4923
16-12-2020,R1,Recognition,Canada,17678
12-01-2020,R1,Software Maintenance,Italy,"20,062"
18-02-2020,R1,Software Maintenance,Italy,"38,482"
10-03-2020,R1,Software Maintenance,Italy,"10,978"
20-04-2020,R1,Software Maintenance,Italy,"27,112"
05-05-2020,R1,Software Maintenance,Italy,"30,803"
08-06-2020,R1,Software Maintenance,Italy,"11,983"
11-07-2020,R1,Software Maintenance,Italy,"27,148"
07-08-2020,R1,Software Maintenance,Italy,"35,104"
20-09-2020,R1,Software Maintenance,Italy,"25,553"
12-10-2020,R1,Software Maintenance,Italy,"28,672"
13-11-2020,R1,Software Maintenance,Italy,"42,399"
26-12-2020,R1,Software Maintenance,Italy,"41,711"
05-01-2020,R1,Supplies,Canada,38873
11-02-2020,R1,Supplies,Canada,38236
07-03-2020,R1,Supplies,Canada,25302
28-04-2020,R1,Supplies,Canada,27056
14-05-2020,R1,Supplies,Canada,26783
09-06-2020,R1,Supplies,Canada,12510
08-07-2020,R1,Supplies,Canada,23459
16-08-2020,R1,Supplies,Canada,31376
18-09-2020,R1,Supplies,Canada,39417
11-10-2020,R1,Supplies,Canada,11526
13-11-2020,R1,Supplies,Canada,22261
09-12-2020,R1,Supplies,Canada,18756
14-01-2020,R1,Telecomm,Austria,11122
19-02-2020,R1,Telecomm,Austria,12826
15-03-2020,R1,Telecomm,Austria,35603
02-04-2020,R1,Telecomm,Austria,6734
20-05-2020,R1,Telecomm,Austria,5009
12-06-2020,R1,Telecomm,Austria,16391
09-07-2020,R1,Telecomm,Austria,34086
15-08-2020,R1,Telecomm,Austria,5250
12-09-2020,R1,Telecomm,Austria,2735
01-10-2020,R1,Telecomm,Austria,9250
01-11-2020,R1,Telecomm,Austria,5478
12-12-2020,R1,Telecomm,Austria,4135
07-01-2020,R1,Telecomm,Belgium,37938
04-02-2020,R1,Telecomm,Belgium,34140
26-03-2020,R1,Telecomm,Belgium,29282
27-04-2020,R1,Telecomm,Belgium,21038
22-05-2020,R1,Telecomm,Belgium,4013
28-06-2020,R1,Telecomm,Belgium,2733
14-07-2020,R1,Telecomm,Belgium,23746
28-08-2020,R1,Telecomm,Belgium,27013
18-09-2020,R1,Telecomm,Belgium,3742
24-10-2020,R1,Telecomm,Belgium,25963
22-11-2020,R1,Telecomm,Belgium,13127
20-12-2020,R1,Telecomm,Belgium,26156
17-01-2020,R1,Telecomm,Canada,29526
27-02-2020,R1,Telecomm,Canada,31813
20-03-2020,R1,Telecomm,Canada,30817
28-04-2020,R1,Telecomm,Canada,10888
16-05-2020,R1,Telecomm,Canada,15642
01-06-2020,R1,Telecomm,Canada,22025
08-07-2020,R1,Telecomm,Canada,5049
19-08-2020,R1,Telecomm,Canada,320
05-09-2020,R1,Telecomm,Canada,39472
24-10-2020,R1,Telecomm,Canada,26130
04-11-2020,R1,Telecomm,Canada,24334
25-12-2020,R1,Telecomm,Canada,16325
22-01-2020,R1,Telecomm,Germany,24592
12-02-2020,R1,Telecomm,Germany,2731
03-03-2020,R1,Telecomm,Germany,22375
13-04-2020,R1,Telecomm,Germany,3017
25-05-2020,R1,Telecomm,Germany,19716
27-06-2020,R1,Telecomm,Germany,19071
15-07-2020,R1,Telecomm,Germany,31760
18-08-2020,R1,Telecomm,Germany,19301
25-09-2020,R1,Telecomm,Germany,35159
24-10-2020,R1,Telecomm,Germany,39495
10-11-2020,R1,Telecomm,Germany,22613
04-12-2020,R1,Telecomm,Germany,32513
13-01-2020,R1,Telecomm,Italy,7468
13-02-2020,R1,Telecomm,Italy,21903
01-03-2020,R1,Telecomm,Italy,39945
24-04-2020,R1,Telecomm,Italy,29211
24-05-2020,R1,Telecomm,Italy,30741
09-06-2020,R1,Telecomm,Italy,15012
04-07-2020,R1,Telecomm,Italy,31652
16-08-2020,R1,Telecomm,Italy,10402
24-09-2020,R1,Telecomm,Italy,16093
27-10-2020,R1,Telecomm,Italy,38283
08-11-2020,R1,Telecomm,Italy,20133
27-12-2020,R1,Telecomm,Italy,18019
21-01-2020,R1,Telecomm,Spain,21592
13-02-2020,R1,Telecomm,Spain,22523
19-03-2020,R1,Telecomm,Spain,24761
14-04-2020,R1,Telecomm,Spain,34010
28-05-2020,R1,Telecomm,Spain,12544
16-06-2020,R1,Telecomm,Spain,31258
20-07-2020,R1,Telecomm,Spain,6463
27-08-2020,R1,Telecomm,Spain,34507
22-09-2020,R1,Telecomm,Spain,23210
25-10-2020,R1,Telecomm,Spain,2094
07-11-2020,R1,Telecomm,Spain,7599
09-12-2020,R1,Telecomm,Spain,30484
16-01-2020,R1,Training,Austria,25695
02-02-2020,R1,Training,Austria,28258
11-03-2020,R1,Training,Austria,1667
07-04-2020,R1,Training,Austria,32075
06-05-2020,R1,Training,Austria,36600
25-06-2020,R1,Training,Austria,5952
25-07-2020,R1,Training,Austria,20296
13-08-2020,R1,Training,Austria,2953
07-09-2020,R1,Training,Austria,33083
18-10-2020,R1,Training,Austria,12666
26-11-2020,R1,Training,Austria,16969
25-12-2020,R1,Training,Austria,2791
23-01-2020,R1,Training,Belgium,20611
02-02-2020,R1,Training,Belgium,13080
12-03-2020,R1,Training,Belgium,32379
02-04-2020,R1,Training,Belgium,32629
24-05-2020,R1,Training,Belgium,108
15-06-2020,R1,Training,Belgium,8029
16-07-2020,R1,Training,Belgium,39434
04-08-2020,R1,Training,Belgium,12410
11-09-2020,R1,Training,Belgium,23663
10-10-2020,R1,Training,Belgium,4037
10-11-2020,R1,Training,Belgium,20708
01-12-2020,R1,Training,Belgium,9743
11-01-2020,R1,Training,Canada,4452
08-02-2020,R1,Training,Canada,28744
01-03-2020,R1,Training,Canada,5505
02-04-2020,R1,Training,Canada,39441
14-05-2020,R1,Training,Canada,39843
05-06-2020,R1,Training,Canada,8413
14-07-2020,R1,Training,Canada,27918
02-08-2020,R1,Training,Canada,37252
02-09-2020,R1,Training,Canada,10202
13-10-2020,R1,Training,Canada,2616
25-11-2020,R1,Training,Canada,16917
24-12-2020,R1,Training,Canada,5290
24-01-2020,R1,Training,Germany,33617
08-02-2020,R1,Training,Germany,29384
17-03-2020,R1,Training,Germany,29082
11-04-2020,R1,Training,Germany,1676
07-05-2020,R1,Training,Germany,13942
04-06-2020,R1,Training,Germany,35925
20-07-2020,R1,Training,Germany,28194
01-08-2020,R1,Training,Germany,12575
20-09-2020,R1,Training,Germany,35618
17-10-2020,R1,Training,Germany,36699
25-11-2020,R1,Training,Germany,780
18-12-2020,R1,Training,Germany,39683
08-01-2020,R1,Training,Italy,4401
02-02-2020,R1,Training,Italy,26465
28-03-2020,R1,Training,Italy,7290
21-04-2020,R1,Training,Italy,36937
15-05-2020,R1,Training,Italy,35705
08-06-2020,R1,Training,Italy,1812
24-07-2020,R1,Training,Italy,1710
13-08-2020,R1,Training,Italy,22777
26-09-2020,R1,Training,Italy,31267
08-10-2020,R1,Training,Italy,38437
27-11-2020,R1,Training,Italy,893
17-12-2020,R1,Training,Italy,12548
06-01-2020,R1,Training,Spain,4379
23-02-2020,R1,Training,Spain,3977
23-03-2020,R1,Training,Spain,29028
13-04-2020,R1,Training,Spain,28581
21-05-2020,R1,Training,Spain,29717
22-06-2020,R1,Training,Spain,14109
02-07-2020,R1,Training,Spain,1767
25-08-2020,R1,Training,Spain,6081
24-09-2020,R1,Training,Spain,15422
03-10-2020,R1,Training,Spain,20441
20-11-2020,R1,Training,Spain,23849
27-12-2020,R1,Training,Spain,11709
04-01-2020,R1,Travel,Austria,34113
04-02-2020,R1,Travel,Austria,10499
12-03-2020,R1,Travel,Austria,33134
22-04-2020,R1,Travel,Austria,15350
03-05-2020,R1,Travel,Austria,32591
20-06-2020,R1,Travel,Austria,6571
01-07-2020,R1,Travel,Austria,2360
24-08-2020,R1,Travel,Austria,5596
09-09-2020,R1,Travel,Austria,13008
11-10-2020,R1,Travel,Austria,15015
19-11-2020,R1,Travel,Austria,8423
07-12-2020,R1,Travel,Austria,32571
18-01-2020,R1,Travel,Belgium,22340
21-02-2020,R1,Travel,Belgium,25571
23-03-2020,R1,Travel,Belgium,3794
27-04-2020,R1,Travel,Belgium,15585
08-05-2020,R1,Travel,Belgium,25278
06-06-2020,R1,Travel,Belgium,31504
08-07-2020,R1,Travel,Belgium,21511
23-08-2020,R1,Travel,Belgium,29945
11-09-2020,R1,Travel,Belgium,5001
22-10-2020,R1,Travel,Belgium,24353
28-11-2020,R1,Travel,Belgium,37823
03-12-2020,R1,Travel,Belgium,8210
25-01-2020,R1,Travel,Canada,20304
09-02-2020,R1,Travel,Canada,30530
20-03-2020,R1,Travel,Canada,36722
16-04-2020,R1,Travel,Canada,5241
28-05-2020,R1,Travel,Canada,15870
25-06-2020,R1,Travel,Canada,26757
11-07-2020,R1,Travel,Canada,1609
06-08-2020,R1,Travel,Canada,4831
02-09-2020,R1,Travel,Canada,31275
16-10-2020,R1,Travel,Canada,28856
20-11-2020,R1,Travel,Canada,6798
01-12-2020,R1,Travel,Canada,37113
14-01-2020,R1,Travel,Germany,32798
24-02-2020,R1,Travel,Germany,6000
03-03-2020,R1,Travel,Germany,21221
03-04-2020,R1,Travel,Germany,33246
12-05-2020,R1,Travel,Germany,21543
11-06-2020,R1,Travel,Germany,2431
11-07-2020,R1,Travel,Germany,29124
22-08-2020,R1,Travel,Germany,4234
16-09-2020,R1,Travel,Germany,10870
27-10-2020,R1,Travel,Germany,1664
13-11-2020,R1,Travel,Germany,6109
14-12-2020,R1,Travel,Germany,11033
04-01-2020,R1,Travel,Italy,25853
13-02-2020,R1,Travel,Italy,1592
04-03-2020,R1,Travel,Italy,33592
08-04-2020,R1,Travel,Italy,36908
05-05-2020,R1,Travel,Italy,27348
08-06-2020,R1,Travel,Italy,25786
17-07-2020,R1,Travel,Italy,32744
03-08-2020,R1,Travel,Italy,30982
14-09-2020,R1,Travel,Italy,2735
26-10-2020,R1,Travel,Italy,39779
04-11-2020,R1,Travel,Italy,38330
08-12-2020,R1,Travel,Italy,21289
21-01-2020,R1,Travel,Spain,36620
02-02-2020,R1,Travel,Spain,9884
20-03-2020,R1,Travel,Spain,39082
07-04-2020,R1,Travel,Spain,6238
03-05-2020,R1,Travel,Spain,14141
06-06-2020,R1,Travel,Spain,18411
11-07-2020,R1,Travel,Spain,37956
24-08-2020,R1,Travel,Spain,12719
20-09-2020,R1,Travel,Spain,39553
06-10-2020,R1,Travel,Spain,29422
08-11-2020,R1,Travel,Spain,13113
13-12-2020,R1,Travel,Spain,17855
19-01-2020,R2,Administrative,USA,"-77,994"
01-02-2020,R2,Administrative,USA,"-71,248"
24-03-2020,R2,Administrative,USA,"-47,036"
24-04-2020,R2,Administrative,USA,"-72,938"
18-05-2020,R2,Administrative,USA,"-43,598"
10-06-2020,R2,Administrative,USA,"-60,081"
08-07-2020,R2,Administrative,USA,"-73,532"
17-08-2020,R2,Administrative,USA,"-69,352"
20-09-2020,R2,Administrative,USA,"-62,263"
17-10-2020,R2,Administrative,USA,"-61,297"
26-11-2020,R2,Administrative,USA,"-49,875"
02-12-2020,R2,Administrative,USA,"-45,196"
04-01-2020,R2,Amortization,USA,"18,85,520"
18-02-2020,R2,Amortization,USA,"18,73,480"
28-03-2020,R2,Amortization,USA,"18,72,607"
03-04-2020,R2,Amortization,USA,"18,63,415"
10-05-2020,R2,Amortization,USA,"18,61,624"
14-06-2020,R2,Amortization,USA,"18,89,708"
01-07-2020,R2,Amortization,USA,"18,84,745"
19-08-2020,R2,Amortization,USA,"18,59,566"
08-09-2020,R2,Amortization,USA,"18,86,342"
27-10-2020,R2,Amortization,USA,"18,78,929"
12-11-2020,R2,Amortization,USA,"18,65,694"
15-12-2020,R2,Amortization,USA,"18,57,322"
27-01-2020,R2,CAPEX,USA,"1,183"
12-02-2020,R2,CAPEX,USA,"30,491"
27-03-2020,R2,CAPEX,USA,"-3,94,477"
03-04-2020,R2,CAPEX,USA,"-5,590"
02-05-2020,R2,CAPEX,USA,"14,257"
15-06-2020,R2,CAPEX,USA,"-3,91,981"
11-07-2020,R2,CAPEX,USA,"-9,005"
05-08-2020,R2,CAPEX,USA,"24,048"
